product_name,unit,quantity,vol,value
SkinnyPop White Cheddar Popcorn,Ounce,0.65,39.0,0.65
Tracklements Creamy Tartare Sauce,Ounce,6,7,42.0
Birch & Meadow Malt Vinegar Powder,Ounce,14,14.0,14.0
Earth's Best Organic Original Sesame Street Crunchin' Crackers,Ounce,6,5.3,31.8
Bones Coffee Company Army Of Dark Chocolate Flavored Dark Roast Low Acid Coffee,Ounce,12,12.0,12.0
Amoretti - Yuzu Industrial Compound,Ounce,2.2,35.2,35.2
Lindt LINDOR Milk Assorted Chocolate Truffles,Ounce,15.2,15.2,15.2
Original Cadbury Crunchie Chocolate Bar Pack,Ounce,1,1.69315,1.69315
LorAnn Pumpkin SS Flavor,Fl Oz,1,1.0,1.0
Schweppes Club Soda,Fl Oz,33.88,33.88,33.88
Grilled Catch - Canned Sardines,Ounce,4.2,4.2,4.2
Wheat Montana Prairie Gold Hard White Wheat,pound,25,25,25.0
Vita Coco Coconut Water,Fl Oz,33.8,1,405.6
SINGLES TO GO! Dad's Old Fashioned Root Beer,Ounce,3.18,1,3.18
Thai Kitchen LITE COCONUT MILK,Ounce,8,13.66,109.28
SoftSheen-Carson Dark and Lovely Fade Resist Rich Conditioning Color,count,1,1.0,1.0
"Dole Canned Fruit, Crushed Pineapple",Ounce,240,20,240.0
BASIL SWEET,oz,2,2.0,2.0
Fisher Snack Deluxe Mixed Nuts,Ounce,24,24.0,24.0
"Twinings Tea From Grosvenor, Tea Lemon Ginger",Count,20,20,20.0
Tamanishiki Super Premium Short Grain Rice,Ounce,4.4,4.4,70.4
Sunbelt Bakery Fan Favorite Pack,Ounce,63,1,63.0
Mrs. Cubbison's Cheese Crisps,Ounce,2,1.98,3.96
Stratas Foods Equal Pink Single Serve Packet,Count,2000,2000,2000.0
Nelson's Tea Mango Mint Peach,Ounce,2,2.0,2.0
McCormick Sea Salt Grinder,Ounce,6.1,12,73.2
Spidey and His Amazing Friends Birthday Party Favor,Ounce,1,7.61,7.61
YumEarth Organic Vitamin C Pops,Ounce,1,13.1,13.1
Diet Coke Zesty Blood Orange,Fl Oz,12,96.0,96.0
"Celestial Seasonings Herbal Tea, Peppermint",Count,40,40.0,40.0
"Betty Crocker, Suddenly Salad, Pasta Classic",Ounce,2,7.75,15.5
Nongshim ChoChung U-Gua,Ounce,30,2.82,87.42
Walkers Shortbread Vanilla Shortbread,Ounce,5.3,5.3,5.3
STARBUCKS CAFE VERONA BLEND,Count,48,48,48.0
Shady Maple Farms 100% Pure Organic Maple Syrup,Fl Oz,2,8,16.0
Roboworm SF-829Y Fat Straight,None,8,,
noosa Yoghurt,Ounce,8,0.8,8.0
Spice Drops Candy,Ounce,2.5,40.0,2.5
Palo de Brasil Brazil,Ounce,1,1,1.0
Nu-Salt Sodium-Free Salt Substitute,Ounce,36,36,36.0
Sour Punch Assorted Sour Fruit Chewy Candy Bites,Ounce,9,9.0,9.0
MilkBliss Wild Blueberry Soft Baked Oatmeal Lactation Cookies for Breastfeeding Support,Ounce,12,12,12.0
Ajisenryu Shigeno Zarusoba Noodles,ounce,12.7,12.7,12.7
Well Market Blueberry Pomegranate Trail Mix Bites,Ounce,3,0.3,3.0
Lifesavers,Ounce,3.5,3.5,56.0
Incense Burner - Wooden Flat Carved Shell,Count,1,1,1.0
Alter Eco Salted Caramel Truffle Thins,Count,6,0,6.0
Meant to Bee Ceramic Honey Pot with Wooden Dipper,Count,24,24,24.0
House Foods Vermont Curry,Ounce,8.11,230,40.55
Qwackers Crackers Zesty Cheese Pizza,Ounce,4,0.12,4.0
La Baleine Coarse Sea Salt,Ounce,26.5,26.5,26.5
Just For Men Original Formula Men's Hair Color,Count,1,1.0,1.0
Pasta Roni Garlic & Olive Oil Vermicelli,Ounce,2,4.6,9.2
Albanese World's Best Cottontail Gummies,Ounce,80,1,80.0
Green Mountain Coffee French Roast K-Cups,Count,96,96,96.0
Food to Live Diced Fruits Mix,Ounce,4,64.0,64.0
McCormick 30% Less Sodium Brown Gravy Mix,Ounce,12,0.87,10.44
Habanero Yerba Mate Tea,Count,50,1,50.0
Diet Dr Pepper,oz,7.5,7.5,7.5
Colavita Prosecco White Wine Vinegar,Fl Oz,1,17,17.0
Lemon Perfect,Fl Oz,144,144.0,144.0
Pereg Shawarma Spice Seasoning,Ounce,4.25,4.25,4.25
Gain with Freshlock Original Powder Detergent,Ounce,172,172,172.0
Idahoan Mashed Potatoes,Ounce,12,4,48.0
Bugles Crispy Corn Snacks,None,10,,
MANISCHEWITZ Fine Egg Noodles,Count,12,12,12.0
Special Tea Lemongrass Organic Herbal Tea,ounce,3,3.0,3.0
Ghirardelli Chocolate Intense Dark Chocolate,Ounce,15,15,15.0
French's Mustard Spicy Brown,Fl Oz,24,12,288.0
"Pukka Organic Tea Bags, Chamomile, Vanilla and Manuka Honey Herbal Tea",Count,60,60,60.0
Luxmi Estates - African Rose - Organic Hibiscus Rose Tea,Count,25,25,25.0
Annie's Homegrown Shells and Real Aged Cheddar,Ounce,6,18.0,18.0
Hunt's Whole Peeled Plum Tomatoes,Ounce,14.5,14.5,14.5
Haribo Gummies - Mini Rainbow Frogs,Ounce,1,5,5.0
MOTT'S Medleys Fruit Flavored Assorted Snacks,Ounce,2,17.6,2
Shefa Strawberry Fruit Sticks,Count,24,24,24.0
Russell Stover Sugar-Free Mint Patties,ounce,3,0.3,36.0
Gourmet Glazed Slivered Almonds by Its Delish,Count,1,1.0,1.0
Gourmet Fries Seasonings Salt and Vinegar,Ounce,32,32.0,32.0
Betty Crocker Sweet Topping Chocolate,Ounce,4,10.5,42.0
Saifan Extra Virgin Olive Oil,Fl Oz,1.5,50.72,50.72
Pepperidge Farm Corn Bread Classic Stuffing,Ounce,14,14.0,14.0
Adams Seasoning Rubs Texas Style Smoked Low & Slow Gourmet Rub - Pork Flavor,Count,1,1.0,1.0
Cracker Barrel Sharp White Cheddar Macaroni and Cheese,Ounce,32,32.0,32.0
"Seltzer,Pomegranate",Fl Oz,405.84,33.82,405.84
Goya Bean Hominy White,Ounce,15,15,15.0
"Horizon Organic Shelf-Stable 1% Lowfat Milk Boxes with DHA Omega-3, Vanilla",Fl Oz,8,48,48.0
Red Alert Coffee,Count,40,40,40.0
"DASANI Sparkling, Blood Orange",Fl Oz,96,12,96.0
Listerine Mundspülung Cool Mint,Count,1,95,1.0
Food to Live Imported Organic Raisins,Count,1,1.0,1.0
Mestemacher Bread Pumpernickel,Ounce,6,17.6,17.6
Jelly Belly Caramel Corn Jelly Beans,Ounce,10,160.0,10
Special Tea Guolu First Grade Organic Green Tea,ounce,3,0.3,3.0
Capri Sun Mountain Cooler,Fl Oz,60,60,60.0
Harney & Sons Blood Orange Fruit Tea,Ounce,4,0.4,4.0
Orange Mango Rooibos Tea,Count,150,150,150.0
Tillen Farms Pickled Crispy Asparagus,Fl Oz,12,12,12.0
DIVINA Fig Spread Jam,Count,2,9,2.0
Mango Ginseng Dandelion Root Tea,Count,50,1,50.0
Nuts N' Raisins Trail Mix by Its Delish,Count,1,1,1.0
NEW Munch Pure Peanut Goodness Brittle Bites,Ounce,4,4.0,16.0
Gefen Pure Gluten Free Potato Starch,Ounce,24,24,48.0
Dunkin' French Vanilla Flavored Ground Coffee and Original Blend Medium Roast Ground Coffee,Ounce,12,12,12.0
Simply Organic Smoked Paprika,Ounce,3,2.72,8.16
International Delight Coffee Creamer,Fl Oz,10.55,16,10.55
Schär Gluten Free Artisan Baker Multigrain Bread,Ounce,8,14.1,112.8
Sadaf Green Split Peas,Ounce,24,24.0,24.0
Emeril Lagasse Pasta Sauce - 25 Oz Jar Arrabbiata 2-Pk Gourmet Sauces,Count,2,2.0,2.0
Swiss Miss Milk Chocolate Flavor Hot Cocoa Mix,Ounce,12,7.3,87.6
B&M Baked Beans,oz,16,16.0,16.0
The Bean Organic Coffee Company Water Processed DECAF Vanilla Cinnamon Spice,Ounce,16,32.0,32.0
B&M Original Baked Beans,Ounce,16,16,32.0
"Liquid Death, Severed Lime",Fl Oz,12,12,144.0
"Davids, Salt Kosher",Ounce,16,16,16.0
Ginger Ale Mini Soda Cans,Fl Oz,12,7.5,90.0
N!CK’S Keto Snack Bar,Count,4,0,4.0
Choice Organics - Organic Darjeeling Tea (6 Pack),Count,96,96,96.0
Rigoni di Asiago Fiordifrutta Organic Fruit Spread,count,6,8.82,6.0
Malher Shrimp Bouillon,Count,32,0.35,1.0
Bing Beverage Company Bing Black,fl oz,24,12,288.0
"Panda Brand, Lee Kum Kee Panda Sauce Oyster",Fl Oz,9,9,9.0
Busty Lush Non-Alcoholic Mocktail Variety Pack,Count,12,12,12.0
Blue Diamond Almonds,Ounce,2,6,12.0
Food Grade Chemicals 8 22 Tic Gum,Ounce,8,22,800.0
Diamond Bakery Hawaiian Shortbread Guava Cookies,Ounce,1,4.4,4.4
Cirkul 22oz. BPA-Free Plastic Water Bottle Starter Kit,Ounce,22,22,22.0
Boars Night Out Spicy White Lightning,Ounce,14,14,14.0
Chef Merito Spiced Achiote (Annatto Seed) Paste,Ounce,3.5,3.5,3.5
Black Raspberry Peach Yerba Mate Tea,Count,25,75.0,75.0
Wonderful Pistachios,Ounce,3,24,72.0
Dried Turkish Apricots by Its Delish,Count,1,1000,1.0
Victor Allen's Coffee Around The World,Count,96,8,96.0
Franco's New Orleans Style Hurricane Cocktail Mix,Ounce,9,18,18.0
Harry & David Milk Chocolate-Covered Cherries,Ounce,14,14.0,14.0
Kirkland Signature Colombian Supremo Whole Bean Coffee,Ounce,144,144,144.0
Del Monte Sweet Corn Cream Style,Ounce,2,14.75,29.5
Women's Rogaine 2% Minoxidil Topical Solution for Hair Thinning and Loss,Fl Oz,2,2,2.0
Corn Nuts Chile Picante,Ounce,1,7,7.0
Marshalls Creek Spices,Fl Oz,10,10,10.0
Tony’s Chocolonely Belgian Milk Chocolate Candy Bar,Ounce,1,6.35,1
DeLallo Extra Virgin Olive Oil,Count,2.0,2.0,2.0
Blueberry Pinot Decaf Black Tea,Count,150,150,150.0
Edmundo White Cooking Wine,Count,1,25.4,1.0
DAVID Seeds Roasted & Salted Ranch Jumbo Sunflower Seeds,Ounce,5.25,5.25,5.25
Stevia In The Raw,Count,1000,1000,1000.0
Fruit of the Earth | Aloe Vera Drink,Fl Oz,2,32,64.0
Progresso Traditional Chicken Barley Soup,Ounce,18.5,18.5,18.5
Individual Salt Packets by Salty Ernie,Ounce,200,0.6,4.23
Himalayan Chef Coarse Salt for Grinder Refill,Ounce,160,1,160.0
"Mate Factor Herb Tea, Organic, Chai, Loose",Ounce,12,1,12.0
Snapdragon Pho Bowls,Ounce,12.6,1,12.6
Colombina USA Jumbo Spearmint Balls,Count,120,120,120.0
Dancing Lady Liquid Illusion Silk Flower Arrangement,None,1,,
Gourmanity Golden Raisins,Ounce,32,28,32.0
Ortega Seasoning Mix,Ounce,1,1,1.0
Wrigley's Bubble Tape Assorted Gum,Ounce,24,1,24.0
StarKist Solid White Albacore Tuna in Water,Ounce,5,0,5.0
Mutti Cherry Tomatoes,Count,1,14,1.0
Snyder's of Hanover Mini Pretzels,Ounce,16,16,32.0
Louie's Italian Beef Seasoning,Ounce,3,0.268,9.0
Chicken of the Sea Alaskan Pink Salmon,Ounce,2.5,30.0,2.5
Noodle Revolution - Keto Noodles,Ounce,21,21.0,21.0
"Fresh Roasted Coffee, Costa Rican Tarrazu",Ounce,32,2,32.0
Aloe Vera Juice,Fl Oz,5,80.0,80.0
Premium Roasted Sesame Seed,Ounce,8,0.5,8.0
Trader Joe's Candied Pecans,Count,4,5,4.0
Y.S. Eco Bee Farms Raw Honey,Fl Oz,5,22,110.0
"Knudsen Juice, Simply Nutritious Morning Blend",Fl Oz,3,32,96.0
GENERIC Nature's Own Perfectly Crafted Multigrain Sandwich Bread,Count,1,1.0,1.0
Marshall’s Creek Spices Kosher Jerk Seasoning No Salt Refill,ounce,22,22.0,22.0
Sadaf Paprika Powder,Fl Oz,2.0,2.0,2.0
Cucumber Lime Yerba Mate Tea,Ounce,8,16.0,16.0
"Purple, Pink & Blue Jordan Almonds Medley By Its Delish",Count,1,1.0,1.0
Quaker Captain Crunch Cereal,Ounce,1,14,14.0
Rani Essential Indian Spice Blends (Masala),Ounce,30.5,30.5,30.5
Kelloggs Nutri-Grain Apple Cinnamon Filled Cereal Bar,Count,12,10.4,12.0
Fire & Smoke Society The Go-To All Purpose Seasoning,Ounce,10.6,10.6,10.6
La Morena Chipotle Peppers in Adobo Sauce,ounce,42,7,42.0
"NCS White, Pink, Purple, and Blue Unicorn Edible Candy Sprinkles",Count,1,8,1.0
Frontier Herb Organic Star Anise Whole Salt Ground,oz,16,16.0,16.0
Takis Fuego Hot Chili Pepper & Lime Flavored Corn Snacks,Ounce,9.9,9.9,29.7
White Vanilla Flavored Fondue Dipping Chocolate Fountain Formula,Ounce,32,1,32.0
Hypothermias Pineapple Ready to Use Gallon,Fl Oz,128,128.0,128.0
Sanded Lemon Drops Old Fashioned Hard Candy,Ounce,5,80.0,80.0
Cinnamon Black Tea,Count,100,100.0,100.0
24ct Kid's Birthday Battle Game Birthday Party Supplies Wrappers for Chocolate Bar Candy Favors,Count,24,24,24.0
Herr's - Creamy Dill Potato Chips,Ounce,1,1,7.0
Starbucks House Blend Coffee K-Cup Pods,Count,20,1000,20.0
Cheerios Oat Crunch Berry,Ounce,24,24,24.0
Pepperidge Farm Gingerman Cookies,Ounce,21,5,5.0
SodaStream - Diet Pepsi Beverage Mix,Fl Oz,59.6,14.9,59.6
Neutrogena Oil Free Facial Cleansing Makeup Wipes,Count,25,25,25.0
Crystal Cayenne Hot Sauce,Fl Oz,512,128.0,128.0
Black Raspberry Orange Chamomile Tea,Count,25,25.0,25.0
Silver Jordan Almonds by Its Delish,Count,1,1.0,1.0
Starbucks Ground Coffee,Count,1,12,1.0
"Quinoa, Roasted Garlic",Ounce,12,5.46,65.5
Orbit Sugarfree Gum,Count,336,336,336.0
"Nabisco, Oreo, Golden Sandwich Cookies",Ounce,19.1,19.1,19.1
"Maitre Truffout, Milk Chocolate Truffle with Hazelnuts Filling",Ounce,1.25,20,20.0
Love Crunch Organic Dark Chocolate and Hazelnut Butter Granola,Ounce,2,10.6,21.2
"BUDDY BUDDER, Superberry Snoot",Ounce,17,17.0,17.0
Chamomile Nights Tea,Count,60,60,60.0
Andy Capp's Hot Fries,oz,3,21.0,21.0
Spry Fresh Natural Xylitol Chewing Gum,Count,200,200,200.0
Black Raspberry Orange Chamomile Tea,Ounce,8,16.0,16.0
Whataburger Texas Size Fancy Ketchup,Count,2,40,2.0
105 Pcs 25th Anniversary Candy,Count,105,105.0,105.0
45 & Fabulous Miniatures Candy Bar Wrapper,Count,60,60,60.0
Sanded Ginger Drops Old Fashioned Hard Candy,Fl Oz,80,1,80.0
Guittard Milk Chocolate Baking Chips,Ounce,12,11.5,138.0
Sincerely Nuts Gluten-Free Sour Neon Gummy Worms,Ounce,16,1,16.0
Degree Men Motion Sense Antiperspirant,ounce,2.7,2.7,2.7
Pop-Tarts Toaster Pastries,Ounce,13.5,96,162.0
REESE'S Pieces Mini Baking Pieces,Count,1,10,1.0
La Preferida Refried Beans,Ounce,16,192.0,192.0
Blooms2Door 100 Red Roses,Count,100,100,100.0
"Davidson's Organics, Bing Cherry with Almond",count,100,100.0,100.0
Caravan Side Comb,Count,2,2.0,2.0
Chocolate Covered Strawberries,Ounce,12,32.0,32.0
GIN GINS Spicy Apple Ginger Chews,Ounce,16,1,16.0
"Mountain Sidr Honey (Jujube) with Fresh Royal Jelly – Raw, Unfiltered, Unpasteurized, Natural Liquid Honey, Gluten-Free",Ounce,8.8,250,8.8
Kraft Three Cheese Macaroni and Cheese Meal,Count,12,7.25,12.0
Gatorade Thirst Quencher Frost Glacier Freeze Sports Drink,Ounce,51,51,51.0
Big Dot of Happiness Let’s Go Fishing,Count,108,108.0,108.0
Cento Diced Hot Cherry Pepper (Hot) Hoagie Spread,Count,8,8,8.0
"Frontier Bulk Mushrooms, Shiitake Whole",Ounce,8,16,8.0
Quay Naturals Organic Tigernuts,Ounce,1,16.0,16.0
SIMPLE KNEADS Organic Quinoa Power Grains Bread,Ounce,21,21,21.0
Nairn's Gluten Free Stem Ginger Snack Grahams,Ounce,1,1,33.86
eFrutti Gummi Candy,Count,1,3.5,1.0
Made In Nature Organic Dried Apricot,OZ,6,12,72.0
Broadway Basketeers Happy Birthday Gift Box,Count,1,1.0,1.0
JELLO Chocolate Fudge Cook & Serve Pudding Mix,Ounce,3.4,20.4,20.4
Aloe Vera King,Fl Oz,1,16.9,16.9
Broadway Basketeers Gourmet Chocolate Gift Tower,Count,1,1.0,1.0
Revlon Super Lustrous Lip Gloss,Fl Oz,0.13,0.13,0.13
Elmhurst 1925 Caramel Macchiato Oat Creamer,Fl Oz,96,16,96.0
Goya Salt,Ounce,24,20,480.0
Trident Gum,Count,15,15,15.0
Bigelow Tea Pumpkin Spice,Count,18,1.44,18.0
Pickling Spice,Ounce,32,32,32.0
Simply Organic Ground Cumin Seed,Ounce,2.31,13.86,13.86
Candy Retailer Fall Jelly Pumpkins,Ounce,2,32.0,32.0
Twiga Coffee Guatemala Coffee Beans,Ounce,12,12.0,12.0
White Mountain Puzzles by The Pond,Count,1,1000,1.0
Fire Roasted Mexican Street Corn Popcorn,Ounce,4,16,21.0
DeLallo San Marzano Style Diced Tomatoes,Ounce,28,84.0,84.0
Fennel Tea - Pure Herbal Tea Series by Palm Beach Herbals,Count,30,1.5,30.0
Folgers Classic Roast Kcup,Count,12,0.28,72.0
Premium Gourmet Green Candy Milk Chocolate Malted Milk Balls,Count,1,1.67,1.0
"Walden Farms Syrup, Strawberry",Fl Oz,12,12,144.0
Bakell's Soft Pink Tinker Dust,Count,1,25,1.0
Knorr Pasta Sides For Delicious Quick Pasta Side Dishes Four Cheese Pasta,Ounce,8,4.12,32.8
Explore Cuisine Organic Edamame & Mung Bean Fettuccine,Ounce,8,16.0,16.0
Lobelia and Calamus Combination Tea,Ounce,8,24.0,24.0
Taffy Shop Machew Pichew,Ounce,7,7.0,7.0
Ortega Diced Green Chiles,Ounce,24,4,96.0
Pacific Foods Organic Garden Tomato Oat Milk Soup,Fl Oz,384,32,384.0
Mott's 100% Original Apple Juice,Fl Oz,32,32,32.0
Soft Licorice Drops,Ounce,2.2,2.2,35.2
"Campbell's, Condensed Chicken Noodle O's",Ounce,6,10.5,63.0
Vigo Rice Yellow Lsalt,Fl Oz,8,0.8,8.0
Hypothermias Shaved Ice and Snow Cone Syrup,Fl Oz,4,0.004,4.0
Black Cherry Chicory Root Tea,Count,100,100.0,100.0
Pamela's Figgies & Jammies Cookies,oz,6,9.0,9.0
Mutti Tomato Sauce with Basil & Oregano,Ounce,14,168.0,168.0
Louisiana Fish Fry BBQ Shrimp Sauce Mix,Ounce,12,1.5,18.0
"Butterfinger, CRUNCH, Baby Ruth and 100 Grand",Ounce,48,1,48.0
MICHAEL'S OF BROOKLYN Marinara Sauce,Ounce,64,1,64.0
Watermelon Rooibos Tea (Loose),Ounce,4,8.0,8.0
Starburst Gelatin,Ounce,3.93,1,11.79
Nabisco Classics French Vanilla Creme Sandwich Cookies,Ounce,12,12,144.0
Decaffeinated Earl Grey,Ounce,4,4,4.0
Bigelow Tea Earl Grey,Count,20,20,20.0
Fusion Select 3in1 Milk Tea Powder for Bubble Tea Boba Tea,Ounce,35.2,1,35.2
Frontier Natural Products Vegetable Glycerin,Fl Oz,8,8.0,8.0
Gulf Shrimp Peeled and Deveined,Count,31,2.0,2.0
Made With Organic Mustard Honey,Ounce,9,9.0,9.0
Hawaiian Shaved Ice Root Beer Syrup,Fl Oz,16,16,16.0
Majans Bhuja Gluten Free Snack Mix,Ounce,6,7,42.0
Haldiram Minute Khana Aloo Mutter (mild),Fl Oz,10.59,10.59,10.59
"NEXT ORGANICS WLNTS,OG2,DK CHC,S1285188",Count,1,4,1.0
The Spice Hunter Italian Seasoning Blend,ounce,0.6,0.6,0.6
Zipfizz Daily Energy Drink Powder,Ounce,7.8,1,7.8
Chef Pierre Individually Wrapped Whole Grain Banana Muffin,Count,48,2,48.0
"Keurig, Tully's Hawaiian Blend, Medium Roast Coffee Extra Bold",Count,24,18.0,18.0
Chicago Flats Flatbread,Ounce,10,8,80.0
"Brisk Iced Tea, Lemon",Fl Oz,180,12,180.0
RxSugar Organic Vanilla Syrup,Fl Oz,32,0.5,32.0
Celestial Seasonings Sleepytime Herbal Tea K Cup,count,48,48,48.0
LILY'S MILK CHOCOLATE STYLE BAKING CHIPS,Count,2,2,2.0
LonoLife Sriracha Chicken Bone Broth Powder Mix,Count,10,10.0,10.0
Chef Boyardee Mini Micro Beef Ravioli,Ounce,7.5,12,90.0
"Lipton, Sweetened Instant Tea, Wild Raspberry",Ounce,23.6,23.6,47.2
Garnier Whole Blends Refreshing 5-in-1 Lightweight Detangler Spray,Fl Oz,5,5.0,5.0
SP Enterprises Red Rock Candy on a Stick,Count,36,36,36.0
Luxardo Gourmet Cocktail Maraschino Cherries,Ounce,1,400,28.22
ICE MOUNTAIN Brand 100% Natural Spring Water,Count,48,0,48.0
Whole Macadamia Nuts,Ounce,1,16.0,16.0
Maybelline New York Fit Me Matte Plus Pore Less Foundation Makeup,Fl Oz,1,1.0,1.0
Spice Supreme Adobo Seasoning with Pimento,Ounce,1,7.0,7.0
Dulces Pigui Slaps Watermelon Flavor Paletas,Count,10,3.3,10.0
Katz Gluten Free Snacks,Ounce,32,0.0,32.0
BHU Fit Protein Bars,Ounce,19.2,1,19.2
DIVINA Pitted Kalamata Olives,Count,1,1.0,1.0
Orange Cream Taffy Chews by It's Delish,Count,1,1.0,1.0
Garlic Powder – 10.5 oz,Ounce,10.5,10.5,10.5
Good & Gather Naturally Flavored Cinnamon Vanilla Light Roast Ground Coffee,Ounce,12,1,12.0
Monin - Coconut Syrup,Fl Oz,1,67.6,67.6
Spry Fresh Natural Xylitol Chewing Gum Dental Defense System,Count,27,27.0,27.0
Mace Black Tea (Loose),Ounce,4,12.0,12.0
"NOW Foods, Beef Gelatin Powder",Ounce,1,16.0,16.0
OFXW1537D - Shortbread Cookies,Count,120,120,120.0
Keebler Cheese and Peanut Butter Sandwich Crackers,Ounce,8,1.38,8.28
Maxwell House Original Roast Coffee Blend,Ounce,8,24,24.0
Quaker Cap'n Crunch Peanut Butter,Ounce,12.5,12.5,12.5
Daytrip Organic Sparkling Prebiotic Soda,Count,12,12,12.0
Uncle Joe's Mint Balls,Ounce,1,3.17,3.17
Almonds and Cashews Mix,Ounce,64,1,64.0
Recess Mood Magnesium & Adaptogen Drink,Fl Oz,12,144,144.0
Anthony's Organic Ground Ginger Root,Ounce,1,16.0,16.0
NY SPICE SHOP Mix Fruits Sanded Candy Drops,Ounce,16,16,16.0
PASTEL LISIANTHUS BUSH TRIO,None,,,
Jelly Belly Valentine's Sparkling Rose Jelly Beans,None,3.5,,
Candy Envy - Wedding Special Day Wrapped Buttermints,Ounce,13,13.0,13.0
Neutrogena Rapid Wrinkle Repair Anti-Wrinkle Serum with Retinol,Fl Oz,1,1,1.0
Lemongrass Chamomile Tea,Count,150,150,150.0
Beef Tallow,None,1,32,
Rishi Tea Jasmine Green Tea,Count,15,90,90.0
"Kind Bar, Peanut Butter Chocolate",Count,5,1.2,5.0
Goya Sazon Clntro,Ounce,1.41,2.82,1.41
Jamaican Original Pickapeppa Sauce,Fl Oz,3,5,15.0
Pumpkin Black Tea,Count,100,100.0,100.0
Orange Mango Decaf Black Tea,Ounce,8,24.0,24.0
Bigelow Sweet Cinnamon Dolce Black Tea,Count,18,18,18.0
S&B Wasabi Sauce,Fl Oz,5.3,5.3,5.3
Dolce Flav Natural Watermelon Extract,Fl Oz,2.0,2.0,2.0
Frito Lay Baked & Popped Mix Variety Pack,Ounce,32.375,1,32.375
Uncle Lee's Tea - Imperial Organic Pomegranate Green Tea with Mixed Berries,Count,18,18,18.0
Butter Rum Decaf Black Tea,Ounce,4,0.25,4.0
SunChips Made With Black Beans Spicy Jalapeno,Ounce,7,7.0,7.0
Sadaf Orange Blossom Water,Fl Oz,10,10,10.0
Mama Sita's Menudo/Afritada Meat Stew Mix,Count,6,1.06,6.0
Cranesbill Root Tea (Loose),Ounce,4,8,8.0
"Pepperidge Farm Crème Filled Pirouette Rolled Wafers, Chocolate Hazelnut",Ounce,3,13.5,40.5
L'Oréal Paris True Match Lumi Healthy Luminous Makeup,count,1,1.0,1.0
Nature’s Bakery Whole Wheat Fig Bars,Ounce,1,1,72.0
Meyenberg Whole Powdered Goat Milk,Ounce,12,72.0,72.0
Send a Cake Explosion Box Gift,Count,1,1.0,1.0
Marshalls Creek Spices,Ounce,10,10,10.0
Shamrock Sprinkle Mix Bakery Topping Sprinkles,Ounce,8,8.0,8.0
Junket Rennet Tablets,Count,8,0.23,8.0
Thai Kitchen Roasted Red Chili Paste,OZ,12,48.0,48.0
SOLELY Organic Banana with 100% Dark Chocolate Fruit Jerky,Ounce,1,9.7,9.7
Old Spice High Endurance Pure Sport Deodorant,Ounce,3,3,9.0
Betty Crocker POTATOES STROGANOFF Hamburger Helper,Ounce,50,10,50.0
Palm Garlic Crackers,oz,8.8,8.8,8.8
"Eden Pasta, Soba Wheat and Buckwheat",Fl Oz,12,8.8,105.6
Grace Guava Jelly,Ounce,12,12.0,12.0
DaoHer Classic BOBA,Fl Oz,252,252,252.0
Top Hat Skinny Keto Sugar Free Mixology Combo Kit,Fl Oz,128,128.0,128.0
Health Garden Blue Agave Nectar Sweetener,Ounce,11.6,23.28,11.6
Braswell's Red Pepper Jelly,Ounce,2,1.0,20.1
Fajita Seasoning,Ounce,3.0,3.0,3.0
Wholesome Organic Blue Agave Nectar,Fl Oz,640,1,640.0
Organic Way Premium Quality Nutmeg Whole,Ounce,16,1,16.0
TAKE 5 CANDY BAR,Count,18,1.5,18.0
KaBloom Flowers - Mother’s Day Collection,Count,1,1.0,1.0
Diet Pepsi Slim,fl oz,8,7.5,60.0
Rich's JW Allen Classic Caramel Cake & Donut Icing,Ounce,23,23,368.0
PACK IT HUB Travel Pack - The Miracle Meal Pre-Filled Traditional Communion Cup,Fl Oz,8.4,1,8.4
NOW Sports Beta-Alanine,Count,120,750,120.0
"Apple & Eve, Juice Very Berry",Fl Oz,8,6.75,54.0
Trident Tropical Twist Sugar Free Gum,Count,28,28,28.0
McCormick Sloppy Joes Seasoning Mix,Ounce,1,1.31,15.72
Primal Avocado Oil,Fl Oz,16.9,16.9,16.9
Chock Full O Nuts Decaffeinated Coffee,Ounce,33.9,33.9,33.9
Shore Lunch Original Recipe Fish Breading & Batter Mix,Ounce,10,9,90.0
Fresh Roasted Coffee,Count,72,72,72.0
Hidden Valley Spicy Ranch Salad Dressing & Seasoning Mix,Ounce,1,1,4.0
BiGS Sunflower Seeds,Ounce,12,2.75,2.75
Santa Cruz Organic Dark Roasted Peanut Butter,Ounce,16,16,96.0
"FIT Organic - USDA Certified, Tasteless and Odorless Fruit and Vegetable Product Wash Soaker Org",Fl Oz,32,64.0,64.0
Ken's Steak House Lite Ceasar Dressing,Count,1,1.0,1.0
Kinder's Premium Quality Honey Mustard Seasoning,Ounce,6.2,6.2,6.2
Maggi Sweet Chile Sauce,Fl Oz,10.1,10.1,10.1
1 Packs of BOBA (Color) Tapioca Pearl,Ounce,8,1,8.8
Marshalls Creek Spices,Ounce,12,12,12.0
Hostess Twinkies,Ounce,385,1.5,13.58
Tea Time Podravka Pate,None,100,100,nan
Collinsonia (Stone Root) - Tea (Loose),Ounce,4,4,8.0
8-Pack Black Little Squirt Syrup Pumps,None,8,nan,nan
Snack Mix Catalina Crunch,Ounce,2,18,36.0
Nuun Active: Strawberry Lemonade Electrolyte Drink Tablets,Ounce,1,2.12,5.7
Goya Sauce Tomato,Ounce,48,48,48.0
